UNIVERSITY_ID;FACULTY_NAME;DEPARTMENT_ID;YEAR_ID;UNIVERSITY_NAME;UNIVERSITY_TYPE;DEPARTMENT_NAME;SCORE_TYPE;SCHOLARSHIP_TYPE;GENERAL_CAPACITY;SCHOOL_CAPACITY;GENERAL_ENROLLMENT;SCHOOL_ENROLLMENT;SUM_CAPACITY;SUM_ENROLLMENT;FIELD_RATE;LAST_SCORE;LAST_RANK;FIRST_SCORE;FIRST_RANK
2007;Ýletiþim Fakültesi;200790434;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Görsel Ýletiþim Tasarýmý (%50 Ýndirimli);SÖZ;%50 Ýndirimli;25;---;25;---;25;25;100,00%;266,97019;391.036;349,72636;64.812
2007;Fen-Edebiyat Fakültesi;200790435;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýngilizce Mütercim ve Tercümanlýk (Fakülte) (Burslu);DÝL;Burslu;9;---;9;---;9;9;100,00%;430,35884;8.730;449,676;5.708
2007;Güzel Sanatlar Fakültesi;200790436;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Radyo, Televizyon ve Sinema (Ýngilizce) (Burslu);SÖZ;Burslu;10;---;10;---;10;10;100,00%;387,45294;19.691;473,21908;741
2007;Güzel Sanatlar Fakültesi;200790437;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Radyo, Televizyon ve Sinema (Ýngilizce) (%50 Ýndirimli);SÖZ;%50 Ýndirimli;55;---;55;---;55;55;100,00%;241,42372;566.191;335,2616;95.617
2007;Güzel Sanatlar Fakültesi;200790438;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Radyo, Televizyon ve Sinema (Burslu);SÖZ;Burslu;11;---;11;---;11;11;100,00%;356,3147;53.800;519,67231;63
2007;Güzel Sanatlar Fakültesi;200790439;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Radyo, Televizyon ve Sinema (%25 Ýndirimli);SÖZ;%25 Ýndirimli;59;---;29;---;59;29;49,20%;208,88661;805.006;315,14513;155.453
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790440;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Finans ve Bankacýlýk (Fakülte) (Burslu);EA;Burslu;7;---;7;---;7;7;100,00%;296,59198;306.511;309,92995;252.511
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790441;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Finans ve Bankacýlýk (Fakülte) (Ýngilizce) (Burslu);EA;Burslu;4;---;4;---;4;4;100,00%;313,80273;238.440;320,24176;216.431
2007;Fen-Edebiyat Fakültesi;200790442;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Rusça Mütercim ve Tercümanlýk (Fakülte) (Burslu);DÝL;Burslu;5;---;5;---;5;5;100,00%;394,63396;17.184;421,66166;10.441
2007;Mühendislik-Mimarlýk Fakültesi;200790443;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Endüstriyel Tasarým (Fakülte) (Burslu);SAY;Burslu;8;---;8;---;8;8;100,00%;327,98176;194.817;381,6515;118.832
2007;Mühendislik-Mimarlýk Fakültesi;200790444;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Endüstriyel Tasarým (Fakülte) (%50 Ýndirimli);SAY;%50 Ýndirimli;47;---;47;---;47;47;100,00%;223,36584;589.926;277,4862;317.668
2007;Mühendislik-Mimarlýk Fakültesi;200790445;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Endüstriyel Tasarým (Fakülte) (Ýngilizce) (Burslu);SAY;Burslu;8;---;8;---;8;8;100,00%;355,05654;151.839;383,47384;116.866
2007;Mühendislik-Mimarlýk Fakültesi;200790446;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Endüstriyel Tasarým (Fakülte) (Ýngilizce) (%50 Ýndirimli);SAY;%50 Ýndirimli;47;---;47;---;47;47;100,00%;229,98373;538.274;324,02796;202.243
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790447;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Turizm Ýþletmeciliði (Fakülte) (Burslu);EA;Burslu;6;---;6;---;6;6;100,00%;270,60771;441.002;290,26536;335.407
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790448;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Lojistik Yönetimi (Fakülte) (Burslu);EA;Burslu;6;---;6;---;6;6;100,00%;285,57042;358.082;303,83406;275.917
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790451;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ticaret ve Finansman (Fakülte) (Burslu);EA;Burslu;8;---;8;---;8;8;100,00%;281,47392;379.292;339,96829;157.996
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790452;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ticaret ve Finansman (Fakülte) (Ýngilizce) (Burslu);EA;Burslu;11;---;11;---;11;11;100,00%;303,91159;275.595;342,27888;151.907
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790453;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ticaret ve Finansman (Fakülte) (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;59;---;59;---;59;59;100,00%;216,57095;912.481;295,4564;311.415
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790454;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Sermaye Piyasasý (Fakülte) (Burslu);EA;Burslu;4;---;4;---;4;4;100,00%;298,92502;296.379;379,98837;68.213
2007;Mühendislik-Mimarlýk Fakültesi;200790459;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Kimya Mühendisliði (Burslu);SAY;Burslu;5;---;5;---;5;5;100,00%;358,73681;146.884;392,1721;107.538
2007;Mühendislik-Mimarlýk Fakültesi;200790460;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Kimya Mühendisliði (%50 Ýndirimli);SAY;%50 Ýndirimli;25;---;5;---;25;5;20,00%;286,49807;290.434;311,2726;228.213
2007;Güzel Sanatlar Fakültesi;200790461;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýletiþim ve Tasarýmý (Burslu);SÖZ;Burslu;11;---;11;---;11;11;100,00%;340,25228;83.900;392,0184;16.704
2007;Güzel Sanatlar Fakültesi;200790462;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýletiþim ve Tasarýmý (%50 Ýndirimli);SÖZ;%50 Ýndirimli;59;---;42;---;59;42;71,20%;193,24447;821.801;287,97009;272.349
2007;Fen-Edebiyat Fakültesi;200790485;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýngilizce Mütercim ve Tercümanlýk (Fakülte) (%25 Ýndirimli);DÝL;%25 Ýndirimli;51;---;51;---;51;51;100,00%;272,14051;55.134;400,35601;15.599
2007;Fen-Edebiyat Fakültesi;200790486;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Rusça Mütercim ve Tercümanlýk (Fakülte) (%50 Ýndirimli);DÝL;%50 Ýndirimli;25;---;23;---;25;23;92,00%;205,94797;78.332;384,25965;20.133
2007;Fen-Edebiyat Fakültesi;200790487;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Sosyoloji (%50 Ýndirimli);EA;%50 Ýndirimli;47;---;18;---;47;18;38,30%;203,18969;984.889;292,60848;324.447
2007;Güzel Sanatlar Fakültesi;200790488;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Gastronomi ve Mutfak Sanatlarý (Fakülte) (Ücretli);SÖZ;Ücretli;35;---;18;---;35;18;51,40%;203,56823;814.720;281,42743;306.880
2007;Hukuk Fakültesi ;200790489;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Hukuk (Ücretli);EA;Ücretli;27;---;27;---;27;27;100,00%;366,12034;95.968;380,3142;67.628
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790490;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Finans ve Bankacýlýk (Fakülte) (%50 Ýndirimli);EA;%50 Ýndirimli;42;---;26;---;42;26;61,90%;202,40339;985.798;294,39621;316.144
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790491;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Finans ve Bankacýlýk (Fakülte) (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;25;---;5;---;25;5;20,00%;200,00232;988.434;260,12569;508.924
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790492;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýþletme (%50 Ýndirimli);EA;%50 Ýndirimli;47;---;47;---;47;47;100,00%;210,29644;963.859;273,70263;422.448
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790493;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Sermaye Piyasasý (Fakülte) (%50 Ýndirimli);EA;%50 Ýndirimli;21;---;9;---;21;9;42,90%;211,31721;957.671;259,24147;515.129
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790494;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Turizm Ýþletmeciliði (Fakülte) (%50 Ýndirimli);EA;%50 Ýndirimli;32;---;5;---;32;5;15,60%;203,06595;985.045;264,00375;482.723
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790495;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Lojistik Yönetimi (Fakülte) (%50 Ýndirimli);EA;%50 Ýndirimli;34;---;18;---;34;18;52,90%;206,37325;979.337;305,62303;268.927
2007;Ýktisadi ve Ýdari Bilimler Fakültesi;200790496;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ticaret ve Finansman (Fakülte) (%50 Ýndirimli);EA;%50 Ýndirimli;42;---;42;---;42;42;100,00%;212,42472;949.975;281,45739;379.375
2007;Mühendislik-Mimarlýk Fakültesi;200790497;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Bilgisayar Mühendisliði (%25 Ýndirimli);SAY;%25 Ýndirimli;51;---;51;---;51;51;100,00%;299,39705;255.975;386,46201;113.585
2007;Mühendislik-Mimarlýk Fakültesi;200790498;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Biyomedikal Mühendisliði (%50 Ýndirimli);SAY;%50 Ýndirimli;21;---;7;---;21;7;33,30%;284,00151;297.661;345,51633;165.568
2007;Mühendislik-Mimarlýk Fakültesi;200790499;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýç Mimarlýk (Ücretli);SAY;Ücretli;9;---;9;---;9;9;100,00%;235,17632;504.783;261,36159;375.789
2007;Mühendislik-Mimarlýk Fakültesi;200790500;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýç Mimarlýk (%25 Ýndirimli);SAY;%25 Ýndirimli;76;---;76;---;76;76;100,00%;243,16149;459.883;296,51179;263.263
2007;Mühendislik-Mimarlýk Fakültesi;200790501;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Ýç Mimarlýk (Ýngilizce) (%25 Ýndirimli);SAY;%25 Ýndirimli;68;---;68;---;68;68;100,00%;234,62607;508.125;291,21066;277.319
2007;Mühendislik-Mimarlýk Fakültesi;200790502;20;BEYKENT ÜNÝVERSÝTESÝ ;Vakýf;Yazýlým Mühendisliði (%25 Ýndirimli);SAY;%25 Ýndirimli;76;---;76;---;76;76;100,00%;297,7099;260.215;393,08485;106.570
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200810019;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýþletme (Burslu);EA;Burslu;10;---;10;---;10;10;100,00%;286,33905;354.264;445,89257;7.331
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200810028;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýþletme (Ýngilizce) (Burslu);EA;Burslu;10;---;10;---;10;10;100,00%;299,89049;292.237;315,55199;232.180
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200810037;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Lojistik Yönetimi (Fakülte) (Ýngilizce) (Burslu);EA;Burslu;5;---;5;---;5;5;100,00%;299,8391;292.456;312,07103;244.725
2008;Sanat ve Tasarým Fakültesi;200810055;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Dijital Oyun Tasarýmý (Burslu);SAY;Burslu;6;---;6;---;6;6;100,00%;362,9861;141.255;427,28685;74.421
2008;Sivil Havacýlýk Yüksekokulu;200810073;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Havacýlýk Yönetimi (Yüksekokul) (Ýngilizce) (Burslu);EA;Burslu;5;---;5;---;5;5;100,00%;308,13632;259.329;324,15439;203.817
2008;Sivil Havacýlýk Yüksekokulu;200810082;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Havacýlýk Yönetimi (Yüksekokul) (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;25;---;25;---;25;25;100,00%;213,25913;943.511;294,95011;313.676
2008;Mühendislik ve Mimarlýk Fakültesi;200851514;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýþletme Mühendisliði (Ýngilizce) (Burslu);SAY;Burslu;4;---;4;---;4;4;100,00%;380,29191;120.324;399,88228;99.816
2008;Mühendislik ve Mimarlýk Fakültesi;200851516;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýþletme Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;%50 Ýndirimli;21;---;5;---;21;5;23,80%;283,84271;298.111;324,62692;201.061
2008;Mühendislik ve Mimarlýk Fakültesi;200851517;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Bilgisayar Mühendisliði (Ýngilizce) (Burslu);SAY;Burslu;7;---;7;---;7;7;100,00%;443,27769;60.443;458,0744;47.614
2008;Mühendislik ve Mimarlýk Fakültesi;200851519;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Bilgisayar Mühendisliði (Ýngilizce) (%50 Ýndirimli);SAY;%50 Ýndirimli;38;---;38;---;38;38;100,00%;305,56063;241.056;413,99116;86.377
2008;Mühendislik ve Mimarlýk Fakültesi;200851520;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Mimarlýk (Burslu);SAY;Burslu;5;---;5;---;5;5;100,00%;372,87875;129.008;397,62988;102.006
2008;Mühendislik ve Mimarlýk Fakültesi;200851522;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Mimarlýk (%50 Ýndirimli);SAY;%50 Ýndirimli;25;---;2;---;25;2;8,00%;311,48874;227.749;324,59855;201.118
2008;Sanat ve Tasarým Fakültesi;200851523;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Gastronomi ve Mutfak Sanatlarý (Fakülte) (Burslu);SÖZ;Burslu;12;---;12;---;12;12;100,00%;372,16321;32.961;397,05258;13.785
2008;Sanat ve Tasarým Fakültesi;200851525;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Gastronomi ve Mutfak Sanatlarý (Fakülte) (%50 Ýndirimli);SÖZ;%50 Ýndirimli;68;---;68;---;68;68;100,00%;235,95257;607.074;348,40788;67.318
2008;Sanat ve Tasarým Fakültesi;200851529;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Halkla Ýliþkiler ve Reklamcýlýk (Fakülte) (Burslu);SÖZ;Burslu;5;---;5;---;5;5;100,00%;340,10574;84.238;463,9496;1.018
2008;Sanat ve Tasarým Fakültesi;200851531;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Halkla Ýliþkiler ve Reklamcýlýk (Fakülte) (%50 Ýndirimli);SÖZ;%50 Ýndirimli;25;---;22;---;25;22;88,00%;206,75765;810.478;321,03052;135.777
2008;Sanat ve Tasarým Fakültesi;200851532;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýç Mimarlýk ve Çevre Tasarýmý (Burslu);EA;Burslu;11;---;11;---;11;11;100,00%;346,47423;141.110;359,9117;109.544
2008;Sanat ve Tasarým Fakültesi;200851534;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýç Mimarlýk ve Çevre Tasarýmý (%50 Ýndirimli);EA;%50 Ýndirimli;59;---;59;---;59;59;100,00%;244,56613;627.692;320,95933;214.049
2008;Sosyal Bilimler Fakültesi;200851535;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Siyaset Bilimi ve Uluslararasý Ýliþkiler (Ýngilizce) (Burslu);EA;Burslu;5;---;5;---;5;5;100,00%;312,51592;243.066;337,06863;165.716
2008;Sosyal Bilimler Fakültesi;200851537;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Siyaset Bilimi ve Uluslararasý Ýliþkiler (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;25;---;9;---;25;9;36,00%;214,33692;934.304;265,93336;470.222
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200851539;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýþletme (%50 Ýndirimli);EA;%50 Ýndirimli;20;---;10;---;20;10;50,00%;207,57286;975.880;238,33399;681.890
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200851541;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýþletme (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;20;---;12;---;20;12;60,00%;195,7715;993.389;236,13292;701.719
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200851543;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Lojistik Yönetimi (Fakülte) (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;25;---;21;---;25;21;84,00%;206,73075;978.433;299,60913;293.484
2008;Sanat ve Tasarým Fakültesi;200851547;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Dijital Oyun Tasarýmý (%50 Ýndirimli);SAY;%50 Ýndirimli;34;---;34;---;34;34;100,00%;254,87275;402.987;347,15553;163.087
2008;Sosyal Bilimler Fakültesi;200851568;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Psikoloji (Burslu);EA;Burslu;12;---;12;---;12;12;100,00%;372,04567;83.844;439,09942;9.154
2008;Sosyal Bilimler Fakültesi;200851570;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Psikoloji (%50 Ýndirimli);EA;%50 Ýndirimli;68;---;68;---;68;68;100,00%;226,46599;798.925;348,45364;136.252
2008;Mühendislik ve Mimarlýk Fakültesi;200851578;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Yazýlým Mühendisliði (Burslu);SAY;Burslu;7;---;7;---;7;7;100,00%;434,32238;68.287;443,1418;60.539
2008;Mühendislik ve Mimarlýk Fakültesi;200851580;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Yazýlým Mühendisliði (%50 Ýndirimli);SAY;%50 Ýndirimli;38;---;38;---;38;38;100,00%;295,18065;266.773;338,55346;176.566
2008;Sanat ve Tasarým Fakültesi;200851581;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Radyo, Televizyon ve Sinema (Burslu);SÖZ;Burslu;6;---;6;---;6;6;100,00%;344,46882;74.989;445,27317;1.984
2008;Sanat ve Tasarým Fakültesi;200851583;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Radyo, Televizyon ve Sinema (%50 Ýndirimli);SÖZ;%50 Ýndirimli;34;---;26;---;34;26;76,50%;206,75271;810.490;320,13642;138.621
2008;Sanat ve Tasarým Fakültesi;200851590;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Çizgi Film ve Animasyon (Burslu);SÖZ;Burslu;6;---;6;---;6;6;100,00%;358,7736;50.010;426,43003;4.161
2008;Sanat ve Tasarým Fakültesi;200851592;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Çizgi Film ve Animasyon (%50 Ýndirimli);SÖZ;%50 Ýndirimli;34;---;18;---;34;18;52,90%;218,08289;751.397;341,6682;80.829
2008;Sanat ve Tasarým Fakültesi;200851597;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Grafik Tasarýmý (Burslu);EA;Burslu;4;---;4;---;4;4;100,00%;316,61606;228.469;327,9131;192.203
2008;Sanat ve Tasarým Fakültesi;200851598;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Grafik Tasarýmý (%50 Ýndirimli);EA;%50 Ýndirimli;21;---;21;---;21;21;100,00%;219,0234;885.352;264,03629;482.505
2008;Sanat ve Tasarým Fakültesi;200851599;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýletiþim ve Tasarýmý (Burslu);SÖZ;Burslu;6;---;6;---;6;6;100,00%;324,78557;124.238;431,67322;3.393
2008;Sanat ve Tasarým Fakültesi;200851600;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Ýletiþim ve Tasarýmý (%50 Ýndirimli);SÖZ;%50 Ýndirimli;34;---;12;---;34;12;35,30%;209,89802;801.455;295,61237;235.239
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200851601;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ticaret ve Finansman (Fakülte) (Ýngilizce) (Burslu);EA;Burslu;5;---;5;---;5;5;100,00%;303,46614;277.400;309,91977;252.561
2008;Ýþletme ve Yönetim Bilimleri Fakültesi;200851602;20;BEYKOZ ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ticaret ve Finansman (Fakülte) (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;25;---;25;---;25;25;100,00%;209,70192;967.064;259,63199;512.366
2009;Týp Fakültesi;200910027;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Týp (Burslu);SAY;Burslu;19;---;19;---;19;19;100,00%;525,4855;4.002;534,38083;1.870
2009;Týp Fakültesi;200910036;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Týp (%50 Ýndirimli);SAY;%50 Ýndirimli;101;---;101;---;101;101;100,00%;498,39647;16.746;525,20391;4.084
2009;Diþ Hekimliði Fakültesi ;200910054;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Diþ Hekimliði (Burslu);SAY;Burslu;14;---;14;---;14;14;100,00%;503,06609;13.800;525,47737;4.004
2009;Diþ Hekimliði Fakültesi ;200910063;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Diþ Hekimliði (%50 Ýndirimli);SAY;%50 Ýndirimli;76;---;76;---;76;76;100,00%;469,34305;38.264;489,9184;22.454
2009;Eczacýlýk Fakültesi ;200910081;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Eczacýlýk (Burslu);SAY;Burslu;10;---;10;---;10;10;100,00%;476,7719;32.318;496,00894;18.276
2009;Eczacýlýk Fakültesi ;200910099;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Eczacýlýk (%50 Ýndirimli);SAY;%50 Ýndirimli;50;---;50;---;50;50;100,00%;446,52092;57.589;468,15863;39.201
2009;Saðlýk Bilimleri Fakültesi;200910115;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Hemþirelik (Fakülte) (Burslu);SAY;Burslu;15;---;15;---;15;15;100,00%;409,17892;90.914;449,30656;55.153
2009;Saðlýk Bilimleri Fakültesi;200910124;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Hemþirelik (Fakülte) (%50 Ýndirimli);SAY;%50 Ýndirimli;50;---;50;---;50;50;100,00%;302,9303;247.316;369,66662;132.817
2009;Saðlýk Bilimleri Fakültesi;200910142;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Fizyoterapi ve Rehabilitasyon (Fakülte) (Burslu);SAY;Burslu;15;---;15;---;15;15;100,00%;417,85812;82.809;459,20644;46.642
2009;Saðlýk Bilimleri Fakültesi;200910151;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Fizyoterapi ve Rehabilitasyon (Fakülte) (%50 Ýndirimli);SAY;%50 Ýndirimli;45;---;45;---;45;45;100,00%;271,01188;339.334;399,71828;99.985
2009;Saðlýk Bilimleri Fakültesi;200910327;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Odyoloji (Fakülte) (Burslu);SAY;Burslu;10;---;10;---;10;10;100,00%;380,92166;119.626;409,9067;90.236
2009;Saðlýk Bilimleri Fakültesi;200910336;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Odyoloji (Fakülte) (%50 Ýndirimli);SAY;%50 Ýndirimli;30;---;30;---;30;30;100,00%;229,54554;541.242;302,17119;249.158
2009;Saðlýk Bilimleri Fakültesi;200910354;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Saðlýk Yönetimi (Fakülte) (Burslu);EA;Burslu;12;---;12;---;12;12;100,00%;324,91249;201.413;519,76748;254
2009;Saðlýk Bilimleri Fakültesi;200910363;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Saðlýk Yönetimi (Fakülte) (%50 Ýndirimli);EA;%50 Ýndirimli;8;---;8;---;8;8;100,00%;244,62676;627.189;300,48461;289.775
2009;Saðlýk Bilimleri Fakültesi;200910451;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Beslenme ve Diyetetik (Fakülte) (Burslu);SAY;Burslu;10;---;10;---;10;10;100,00%;439,05674;64.156;462,74755;43.677
2009;Saðlýk Bilimleri Fakültesi;200910469;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Beslenme ve Diyetetik (Fakülte) (%50 Ýndirimli);SAY;%50 Ýndirimli;45;---;45;---;45;45;100,00%;310,95348;228.872;397,52033;102.101
2009;Saðlýk Bilimleri Fakültesi;200910496;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Ergoterapi (Fakülte) (Burslu);SAY;Burslu;7;---;7;---;7;7;100,00%;355,55362;151.159;405,78767;94.072
2009;Saðlýk Bilimleri Fakültesi;200910503;20;BEZM-Ý ÂLEM VAKIF ÜNÝVERSÝTESÝ ;Vakýf;Ergoterapi (Fakülte) (%50 Ýndirimli);SAY;%50 Ýndirimli;8;---;8;---;8;8;100,00%;219,90342;619.085;272,50976;334.035
2010;Ýktisadi ve Ýdari Bilimler Fakültesi;201010148;20;ÇAÐ ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Finans ve Bankacýlýk (Ýngilizce) (Burslu);EA;Burslu;4;---;4;---;4;4;100,00%;283,38232;369.298;320,66945;214.990
2010;Ýktisadi ve Ýdari Bilimler Fakültesi;201010175;20;ÇAÐ ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ýliþkiler (Ýngilizce) (Burslu);EA;Burslu;6;---;6;---;6;6;100,00%;298,43025;298.516;323,43215;206.151
2010;Ýktisadi ve Ýdari Bilimler Fakültesi;201010184;20;ÇAÐ ÜNÝVERSÝTESÝ ;Vakýf;Uluslararasý Ýliþkiler (Ýngilizce) (%50 Ýndirimli);EA;%50 Ýndirimli;35;---;17;---;35;17;48,60%;213,54904;941.195;273,42801;424.080
